dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
Postgres,parsedcasestudy.NistXTS749,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,94,37,AllOperatorsNoFKANormalisedWithClassifiers,21,26,mutantTiming,true,1473,136,1487,29198,32308
Postgres,parsedcasestudy.Person,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,98,19,AllOperatorsNoFKANormalisedWithClassifiers,20,23,mutantTiming,true,980,112,469,9352,10927
Postgres,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,97.87234042553192,101059,46,AllOperatorsNoFKANormalisedWithClassifiers,41,53,mutantTiming,true,3802,225,1865,75852,81757
Postgres,parsedcasestudy.RiskIt,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,985,245,AllOperatorsNoFKANormalisedWithClassifiers,187,209,mutantTiming,true,11684,4170,11324,1930959,1958153
Postgres,parsedcasestudy.StackOverflow,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,273,171,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,true,4517,685,3880,527504,536602
Postgres,parsedcasestudy.StudentResidence,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,125,30,AllOperatorsNoFKANormalisedWithClassifiers,35,40,mutantTiming,true,1301,159,989,30977,33439
Postgres,parsedcasestudy.UnixUsage,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,464,147,AllOperatorsNoFKANormalisedWithClassifiers,86,100,mutantTiming,true,10777,878,9997,705964,727630
Postgres,parsedcasestudy.Usda,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,425,247,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,true,5953,2517,5532,1140596,1154612
Postgres,parsedcasestudy.WordNet,ClauseAICC+AUCC+ANCC,concentroAVS,1,NA,100.0,232,127,AllOperatorsNoFKANormalisedWithClassifiers,87,107,mutantTiming,true,3552,684,3307,362951,370509
Postgres,parsedcasestudy.ArtistSimilarity,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,55,18,AllOperatorsNoFKANormalisedWithClassifiers,10,12,mutantTiming,true,971,78,804,8537,10404
Postgres,parsedcasestudy.ArtistTerm,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,122,40,AllOperatorsNoFKANormalisedWithClassifiers,20,26,mutantTiming,true,2414,121,2219,48032,52800
Postgres,parsedcasestudy.BankAccount,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,90,31,AllOperatorsNoFKANormalisedWithClassifiers,25,30,mutantTiming,true,1486,127,1021,29540,32187
Postgres,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,99.25373134328358,200442,266,AllOperatorsNoFKANormalisedWithClassifiers,210,235,mutantTiming,true,10446,4088,8034,1658464,1681049
Postgres,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,197,72,AllOperatorsNoFKANormalisedWithClassifiers,79,85,mutantTiming,true,3084,371,2844,202031,208347
Postgres,parsedcasestudy.Cloc,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,66,40,AllOperatorsNoFKANormalisedWithClassifiers,30,30,mutantTiming,true,1123,100,873,29242,31350
Postgres,parsedcasestudy.CoffeeOrders,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,189,77,AllOperatorsNoFKANormalisedWithClassifiers,51,61,mutantTiming,true,4336,333,3916,187409,196008
Postgres,parsedcasestudy.CustomerOrder,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,604,120,AllOperatorsNoFKANormalisedWithClassifiers,80,96,mutantTiming,true,8186,779,7571,522951,539500
Postgres,parsedcasestudy.DellStore,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,311,177,AllOperatorsNoFKANormalisedWithClassifiers,156,156,mutantTiming,true,4251,1523,3683,598719,608192
Postgres,parsedcasestudy.Employee,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,130,35,AllOperatorsNoFKANormalisedWithClassifiers,42,45,mutantTiming,true,1058,140,866,29323,31401
Postgres,parsedcasestudy.Examination,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,267,103,AllOperatorsNoFKANormalisedWithClassifiers,110,114,mutantTiming,true,5141,606,3476,310858,320094
Postgres,parsedcasestudy.Flights,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,427,66,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,true,2489,232,2084,90704,95526
Postgres,parsedcasestudy.FrenchTowns,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,1414,53,AllOperatorsNoFKANormalisedWithClassifiers,94,106,mutantTiming,true,3191,410,2639,235514,241767
Postgres,parsedcasestudy.Inventory,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,27,16,AllOperatorsNoFKANormalisedWithClassifiers,19,21,mutantTiming,true,711,84,631,9802,11241
Postgres,parsedcasestudy.Iso3166,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,16,9,AllOperatorsNoFKANormalisedWithClassifiers,9,11,mutantTiming,true,457,67,223,2983,3743
Postgres,parsedcasestudy.IsoFlav_R2Repaired,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,284,177,AllOperatorsNoFKANormalisedWithClassifiers,218,219,mutantTiming,true,5132,2014,4726,1062425,1074313
Postgres,parsedcasestudy.JWhoisServer,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,286,152,AllOperatorsNoFKANormalisedWithClassifiers,178,190,mutantTiming,true,4259,2132,3568,702537,712508
Postgres,parsedcasestudy.MozillaExtensions,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,385,226,AllOperatorsNoFKANormalisedWithClassifiers,360,364,mutantTiming,true,6542,5478,5646,2208558,2226239
Postgres,parsedcasestudy.MozillaPermissions,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,53,32,AllOperatorsNoFKANormalisedWithClassifiers,29,31,mutantTiming,true,1029,98,851,25568,27558
Postgres,parsedcasestudy.NistDML181,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,71,37,AllOperatorsNoFKANormalisedWithClassifiers,18,20,mutantTiming,true,1608,92,1316,23744,26774
Postgres,parsedcasestudy.NistDML182,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,324,176,AllOperatorsNoFKANormalisedWithClassifiers,66,81,mutantTiming,true,5695,1513,5335,369335,381893
Postgres,parsedcasestudy.NistDML183,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,66,34,AllOperatorsNoFKANormalisedWithClassifiers,20,20,mutantTiming,true,1287,88,1276,19117,21782
Postgres,parsedcasestudy.NistWeather,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,405,52,AllOperatorsNoFKANormalisedWithClassifiers,31,35,mutantTiming,true,1850,156,1568,48962,52549
Postgres,parsedcasestudy.NistXTS748,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,39,16,AllOperatorsNoFKANormalisedWithClassifiers,18,19,mutantTiming,true,579,92,348,6520,7551
Postgres,parsedcasestudy.NistXTS749,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,81,37,AllOperatorsNoFKANormalisedWithClassifiers,21,26,mutantTiming,true,1476,116,1299,29945,32850
Postgres,parsedcasestudy.Person,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,56,19,AllOperatorsNoFKANormalisedWithClassifiers,21,23,mutantTiming,true,784,109,373,9302,10582
Postgres,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,97.87234042553192,100884,46,AllOperatorsNoFKANormalisedWithClassifiers,41,53,mutantTiming,true,3775,218,1880,76250,82136
Postgres,parsedcasestudy.RiskIt,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,937,245,AllOperatorsNoFKANormalisedWithClassifiers,187,209,mutantTiming,true,11664,4111,10984,1932847,1959619
Postgres,parsedcasestudy.StackOverflow,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,272,171,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,true,4315,682,3942,522472,531425
Postgres,parsedcasestudy.StudentResidence,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,94,30,AllOperatorsNoFKANormalisedWithClassifiers,35,40,mutantTiming,true,1304,146,978,31225,33666
Postgres,parsedcasestudy.UnixUsage,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,429,147,AllOperatorsNoFKANormalisedWithClassifiers,86,100,mutantTiming,true,10894,852,10940,711402,734104
Postgres,parsedcasestudy.Usda,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,426,247,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,true,5845,2337,5378,1132019,1145593
Postgres,parsedcasestudy.WordNet,ClauseAICC+AUCC+ANCC,concentroAVS,2,NA,100.0,230,127,AllOperatorsNoFKANormalisedWithClassifiers,87,107,mutantTiming,true,3432,671,3237,364386,371740
Postgres,parsedcasestudy.ArtistSimilarity,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,61,18,AllOperatorsNoFKANormalisedWithClassifiers,10,12,mutantTiming,true,1084,64,818,8989,10967
Postgres,parsedcasestudy.ArtistTerm,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,97,40,AllOperatorsNoFKANormalisedWithClassifiers,20,26,mutantTiming,true,2616,107,2317,48810,53862
Postgres,parsedcasestudy.BankAccount,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,127,31,AllOperatorsNoFKANormalisedWithClassifiers,25,30,mutantTiming,true,1277,125,1199,29574,32186
Postgres,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,99.25373134328358,200467,266,AllOperatorsNoFKANormalisedWithClassifiers,209,235,mutantTiming,true,11501,4112,8178,1663434,1687241
Postgres,parsedcasestudy.BrowserCookies,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,219,72,AllOperatorsNoFKANormalisedWithClassifiers,79,85,mutantTiming,true,3085,407,2791,205006,211303
Postgres,parsedcasestudy.Cloc,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,62,40,AllOperatorsNoFKANormalisedWithClassifiers,30,30,mutantTiming,true,1138,91,899,29559,31699
Postgres,parsedcasestudy.CoffeeOrders,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,165,77,AllOperatorsNoFKANormalisedWithClassifiers,51,61,mutantTiming,true,4466,291,4066,187063,195901
Postgres,parsedcasestudy.CustomerOrder,ClauseAICC+AUCC+ANCC,concentroAVS,3,NA,100.0,601,120,AllOperatorsNoFKANormalisedWithClassifiers,80,96,mutantTiming,true,8309,744,7448,518414,534929
