dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,98.11320754716981,104227,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5340,246,22,997,6619,4121
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4776,3904,174,33273,42137,4125
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,98.11320754716981,106322,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5258,261,24,998,6552,3676
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4755,4043,162,34826,43797,4118
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,98.11320754716981,105396,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,5173,275,30,990,6480,3592
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4670,4015,161,34869,43727,4064
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,98.11320754716981,104159,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,5083,252,32,1010,6391,3914
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4793,4123,171,35967,45064,4157
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,98.11320754716981,104801,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,5122,316,31,979,6459,3768
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4791,4229,168,34938,44137,4137
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,98.11320754716981,104839,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5242,275,31,1004,6563,3890
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,18,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,5068,3991,163,34912,44144,4395
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,18,NA,98.11320754716981,102988,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5096,256,23,1019,6409,4159
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,19,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4720,4090,166,34717,43703,4050
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,19,NA,98.11320754716981,107059,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,5121,318,30,986,6466,3510
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,20,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4736,4221,165,34521,43654,4085
