dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,12,NA,97.87234042553192,104824,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4875,216,61,1024,6188,3292
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,13,NA,99.25373134328358,204626,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4488,4110,244,22515,31369,3171
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,13,NA,97.87234042553192,106556,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5818,224,70,900,7025,3748
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,14,NA,99.25373134328358,205208,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4494,4074,279,22394,31253,3082
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,14,NA,97.87234042553192,103181,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5249,206,60,1013,6544,3878
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,15,NA,99.25373134328358,204544,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4595,4018,239,21513,30377,3138
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,15,NA,97.87234042553192,103413,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4875,234,59,1026,6205,3641
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,16,NA,99.25373134328358,204660,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4753,4045,238,21709,30756,3272
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,16,NA,97.87234042553192,103267,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4816,234,71,976,6109,3487
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,17,NA,99.25373134328358,204987,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4723,4141,274,21824,30974,3313
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,17,NA,97.87234042553192,106539,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4930,240,63,995,6240,3024
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,18,NA,99.25373134328358,204938,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4570,4040,282,20996,29900,3199
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,18,NA,97.87234042553192,103934,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5173,219,59,913,6379,3761
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,19,NA,99.25373134328358,204381,266,AllOperatorsNoFKANormalisedWithClassifiers,209,224,mutantTiming,true,4908,4068,244,21810,31041,3453
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avs,19,NA,97.87234042553192,103714,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5056,234,52,867,6219,3542
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avs,20,NA,99.25373134328358,204368,266,AllOperatorsNoFKANormalisedWithClassifiers,210,224,mutantTiming,true,4505,3962,281,24337,33096,3129
