dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,20,NA,99.2619926199262,200552,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4539,4157,166,33602,42475,3857
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,20,NA,98.11320754716981,101527,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2253,297,26,1186,3776,1705
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,21,NA,99.2619926199262,200513,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4001,4095,159,34026,42291,3407
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,21,NA,98.11320754716981,100912,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2319,304,31,982,3649,1842
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,22,NA,99.2619926199262,200489,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4312,4037,171,35207,43738,3678
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,22,NA,98.11320754716981,101106,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2272,259,24,1022,3587,1736
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,23,NA,99.2619926199262,200512,269,AllOperatorsNoFKANormalisedWithClassifiers,219,235,mutantTiming,true,4600,4148,158,35284,44200,4009
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,23,NA,98.11320754716981,100800,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2246,261,28,1030,3575,1792
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,24,NA,99.2619926199262,200524,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4445,4085,175,35484,44200,3863
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,24,NA,98.11320754716981,100618,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2213,255,30,958,3468,1785
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,25,NA,99.2619926199262,200528,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4208,4132,172,36153,44676,3583
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,25,NA,98.11320754716981,100662,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2338,249,21,987,3606,1871
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,26,NA,99.2619926199262,200494,269,AllOperatorsNoFKANormalisedWithClassifiers,220,235,mutantTiming,true,4431,4125,158,36389,45114,3828
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,26,NA,98.11320754716981,101081,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,2288,256,28,995,3582,1803
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,27,NA,99.2619926199262,200498,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4236,4143,144,34909,43443,3608
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,27,NA,98.11320754716981,100875,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2013,265,24,1038,3350,1580
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,28,NA,99.2619926199262,200517,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4236,4196,172,35529,44143,3627
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,28,NA,98.11320754716981,101002,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2205,265,32,994,3511,1732
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,29,NA,99.2619926199262,200512,269,AllOperatorsNoFKANormalisedWithClassifiers,220,235,mutantTiming,true,4279,4005,164,35394,43853,3672
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,29,NA,98.11320754716981,101118,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2231,270,29,1027,3569,1729
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,concentroAVS,30,NA,99.2619926199262,200503,269,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,true,4314,4120,191,34118,42754,3728
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,concentroAVS,30,NA,98.11320754716981,100799,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,2449,290,31,1247,4029,1990
