dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,97.87234042553192,105168,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5253,247,52,944,6510,3594
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4569,4073,260,21207,30122,3490
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,97.87234042553192,107269,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5170,263,61,977,6483,3235
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4586,3982,251,21028,29860,3483
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,97.87234042553192,106881,46,AllOperatorsNoFKANormalisedWithClassifiers,40,51,mutantTiming,true,5133,205,57,984,6392,3335
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4580,4041,263,22008,30903,3538
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,97.87234042553192,105655,46,AllOperatorsNoFKANormalisedWithClassifiers,40,51,mutantTiming,true,5631,239,73,907,6864,3718
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4558,4059,291,21583,30503,3450
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,97.87234042553192,105041,46,AllOperatorsNoFKANormalisedWithClassifiers,39,51,mutantTiming,true,5238,246,59,994,6548,3686
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4535,4025,260,20836,29668,3426
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,97.87234042553192,105598,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5327,219,60,946,6564,3604
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,18,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4937,3946,265,22329,31488,3860
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,18,NA,97.87234042553192,103123,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,4936,227,72,927,6175,3679
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,19,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4715,3980,320,20723,29750,3640
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,19,NA,97.87234042553192,107238,46,AllOperatorsNoFKANormalisedWithClassifiers,40,51,mutantTiming,true,5407,225,75,913,6632,3235
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,20,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4570,4028,273,22022,30905,3448
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,20,NA,97.87234042553192,103309,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5271,236,64,984,6568,3982
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,21,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4407,4062,249,22049,30778,3339
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,21,NA,97.87234042553192,104726,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5138,246,70,965,6432,3539
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,22,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4925,4050,266,21174,30426,3798
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,22,NA,97.87234042553192,106995,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5281,249,60,891,6492,3271
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,23,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4518,4076,226,21802,30635,3389
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,23,NA,97.87234042553192,103489,46,AllOperatorsNoFKANormalisedWithClassifiers,40,51,mutantTiming,true,5668,241,64,987,6974,4248
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,24,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4639,4144,259,20941,29994,3499
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,24,NA,97.87234042553192,105483,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5004,210,55,965,6245,3388
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,25,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4629,4143,233,21060,30077,3549
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,25,NA,97.87234042553192,104761,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,6075,219,49,1040,7397,4414
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,26,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4843,4223,266,21649,30992,3733
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,26,NA,97.87234042553192,107292,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5241,219,58,945,6475,3329
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4548,3966,241,21523,30290,3447
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,97.87234042553192,105080,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5214,244,64,928,6462,3535
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4585,3973,230,21500,30299,3463
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,97.87234042553192,105916,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5469,244,64,917,6707,3598
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4599,4063,325,21095,30099,3494
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,97.87234042553192,107955,46,AllOperatorsNoFKANormalisedWithClassifiers,41,51,mutantTiming,true,5498,241,75,900,6725,3180
HyperSQL,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,99.25373134328358,201165,266,AllOperatorsNoFKANormalisedWithClassifiers,206,224,mutantTiming,true,4468,4022,256,21091,29847,3362
HyperSQL,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,97.87234042553192,103486,46,AllOperatorsNoFKANormalisedWithClassifiers,40,51,mutantTiming,true,5262,214,63,925,6475,4014
